framework,tracker,status,input_kind,input_name,input_json,source_path,gt_mot,frames_dir,model_path,pred_mot,metrics_csv,metrics_json,sequence_name,num_frames,idf1,idp,idr,precision,recall,mota,motp,num_switches,num_false_positives,num_misses,mostly_tracked,mostly_lost,sequence_label,error
boxmot,boxmot_deepocsort,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\in_straw_3pick_diff_st_10_24_2024_5_a_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\boxmot_deepocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\boxmot_deepocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\boxmot_deepocsort_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb,155,0.9579158316633266,0.9637096774193549,0.952191235059761,0.9637096774193549,0.952191235059761,0.9163346613545816,0.16576110415762332,0,9,12,2,0,sequence,
boxmot,boxmot_ocsort,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\in_straw_3pick_diff_st_10_24_2024_5_a_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\boxmot_ocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\boxmot_ocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\boxmot_ocsort_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb,155,0.9579158316633266,0.9637096774193549,0.952191235059761,0.9637096774193549,0.952191235059761,0.9163346613545816,0.16576110415762332,0,9,12,2,0,sequence,
boxmot,boxmot_strongsort,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\in_straw_3pick_diff_st_10_24_2024_5_a_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\boxmot_strongsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\boxmot_strongsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\boxmot_strongsort_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb,155,0.9558232931726908,0.9635627530364372,0.9482071713147411,0.9635627530364372,0.9482071713147411,0.9123505976095617,0.16602402016284246,0,9,13,2,0,sequence,
deepsort,deepsort,skipped_missing_dependency,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\in_straw_3pick_diff_st_10_24_2024_5_a_label\sensor_data\cam_zed_rgb,reports\runs\tracker_suite\_weights\mars-small128.pb,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\deepsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\deepsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\deepsort_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb,,,,,,,,,,,,,,,Python package 'tensorflow' is not importable.
norfair,norfair,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\in_straw_3pick_diff_st_10_24_2024_5_a_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\norfair_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\norfair_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb_yolo11s2_detections\norfair_metrics.json,in_straw_3pick_diff_st_10_24_2024_5_a_label_zed_rgb,155,0.9262295081967213,0.9535864978902954,0.900398406374502,0.9535864978902954,0.900398406374502,0.8565737051792829,0.17146643984551815,0,11,25,2,0,sequence,
boxmot,boxmot_boosttrack,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\out_vine_4swap+walk_st_ly_11_06_2024_2_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_boosttrack_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_boosttrack_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_boosttrack_metrics.json,out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb,361,0.44611133043821555,0.4509177972865124,0.4396887159533074,0.9455128205128205,0.9182879377431906,0.8505836575875486,0.13051753760821386,19,68,105,4,0,sequence,
boxmot,boxmot_botsort,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\out_vine_4swap+walk_st_ly_11_06_2024_2_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_botsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_botsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_botsort_metrics.json,out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb,361,0.4385150812064965,0.4341500765696784,0.4412451361867704,0.9331283627978478,0.9447470817120622,0.8591439688715954,0.1315418421304274,23,87,71,4,0,sequence,
boxmot,boxmot_bytetrack,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\out_vine_4swap+walk_st_ly_11_06_2024_2_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_bytetrack_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_bytetrack_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_bytetrack_metrics.json,out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb,361,0.5315280464216634,0.5264367816091954,0.5346303501945525,0.9246153846153846,0.935408560311284,0.8404669260700389,0.1740368805038327,24,98,83,4,0,sequence,
boxmot,boxmot_deepocsort,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\out_vine_4swap+walk_st_ly_11_06_2024_2_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_deepocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_deepocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_deepocsort_metrics.json,out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb,361,0.36744369814302646,0.37170263788968827,0.36186770428015563,0.9486356340288925,0.9198443579766536,0.8498054474708171,0.11919653856947804,26,64,103,4,0,sequence,
boxmot,boxmot_ocsort,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\out_vine_4swap+walk_st_ly_11_06_2024_2_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_ocsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_ocsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_ocsort_metrics.json,out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb,361,0.4490118577075099,0.4544,0.44202334630350193,0.9502008032128514,0.9206225680933852,0.8552529182879377,0.12005385015515968,22,62,102,4,0,sequence,
boxmot,boxmot_strongsort,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\out_vine_4swap+walk_st_ly_11_06_2024_2_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_strongsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_strongsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\boxmot_strongsort_metrics.json,out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb,361,0.46938775510204084,0.471608832807571,0.4653696498054475,0.9429928741092637,0.9268482490272374,0.8521400778210116,0.12035422213769512,24,72,94,4,0,sequence,
deepsort,deepsort,skipped_missing_dependency,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\out_vine_4swap+walk_st_ly_11_06_2024_2_label\sensor_data\cam_zed_rgb,reports\runs\tracker_suite\_weights\mars-small128.pb,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\deepsort_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\deepsort_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\deepsort_metrics.json,out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb,,,,,,,,,,,,,,,Python package 'tensorflow' is not importable.
norfair,norfair,completed,detections,yolo11s2,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\detections\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections.json,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\GTs_MOT\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb.txt,D:\AOC\datasets\aghri-val\out_vine_4swap+walk_st_ly_11_06_2024_2_label\sensor_data\cam_zed_rgb,,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\runs\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\norfair_tracks.txt,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\norfair_metrics.csv,D:\AOC\agri-human-dataset-benchmark\2d-tracking\reports\summary\tracker_suite_zedrgb_all_trackers\out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb_yolo11s2_detections\norfair_metrics.json,out_vine_4swap+walk_st_ly_11_06_2024_2_label_zed_rgb,361,0.3889097040089921,0.37365010799136067,0.4038910505836576,0.8222543352601156,0.8856031128404669,0.6817120622568094,0.14429100123175703,16,246,147,4,0,sequence,
